GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
57333	1.21e-03	2.05e-04	0.251	3.7123351	0.93170867	196.81	RCN3	reticulocalbin 3
100126325	1.21e-03	2.06e-04	0.3894	-3.7114248	-1.44513982	12.62	MIR935	microRNA 935
440574	1.21e-03	2.06e-04	0.181	-3.7111529	-0.67159501	414.52	MICOS10	mitochondrial contact site and cristae organizing system subunit 10
23641	1.22e-03	2.07e-04	0.2541	-3.7102409	-0.94274327	359.48	LDOC1	LDOC1 regulator of NFKB signaling
5912	1.22e-03	2.07e-04	0.2077	3.7100439	0.77056026	1179.51	RAP2B	RAP2B, member of RAS oncogene family
10794	1.22e-03	2.07e-04	0.1165	3.7100697	0.43203795	3317.69	ZNF460	zinc finger protein 460
729177	1.22e-03	2.08e-04	0.3041	3.709446	1.1282225	196.4	NBAT1	neuroblastoma associated transcript 1
26471	1.22e-03	2.08e-04	0.3325	3.7094565	1.23356481	337.42	NUPR1	nuclear protein 1, transcriptional regulator
9957	1.22e-03	2.08e-04	0.248	3.7090829	0.91967993	333.26	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
162517	1.22e-03	2.08e-04	0.5616	3.7086793	2.08288343	18.36	FBXO39	F-box protein 39
101927888	1.22e-03	2.08e-04	0.4545	3.7085354	1.68565896	16.52	LOC101927888	uncharacterized LOC101927888
54661	1.23e-03	2.09e-04	0.3097	3.7079828	1.14820267	134.74	PCDHB17P	protocadherin beta 17 pseudogene
105374973	1.23e-03	2.09e-04	0.4538	-3.7075126	-1.68241832	167.9	LOC105374973	uncharacterized LOC105374973
57187	1.23e-03	2.09e-04	0.1394	3.7073242	0.51687808	2427.1	THOC2	THO complex subunit 2
80231	1.23e-03	2.10e-04	0.4192	3.707186	1.55406964	49.82	TASL	TLR adaptor interacting with endolysosomal SLC15A4
63979	1.23e-03	2.10e-04	0.1859	3.7066786	0.68914503	663.21	FIGNL1	fidgetin like 1
283987	1.23e-03	2.10e-04	0.3185	-3.7066737	-1.18059237	1285.74	HID1	HID1 domain containing
824	1.23e-03	2.10e-04	0.1742	3.7064107	0.64553361	3984.89	CAPN2	calpain 2
107984871	1.23e-03	2.11e-04	0.4641	-3.7058027	-1.72001028	44.01	LOC107984871	uncharacterized LOC107984871
107984340	1.23e-03	2.11e-04	0.0982	3.7056882	0.36387693	258.19	LOC107984340	uncharacterized LOC107984340
85358	1.24e-03	2.11e-04	0.3863	-3.7052823	-1.43118854	2539.66	SHANK3	SH3 and multiple ankyrin repeat domains 3
90634	1.24e-03	2.11e-04	0.1588	-3.7052106	-0.58826674	907.7	N4BP2L1	NEDD4 binding protein 2 like 1
56955	1.24e-03	2.12e-04	0.4541	-3.7048008	-1.68237243	79.23	MEPE	matrix extracellular phosphoglycoprotein
112268090	1.24e-03	2.12e-04	0.3353	-3.7048344	-1.24225277	61.18	LOC112268090	uncharacterized LOC112268090
23149	1.24e-03	2.12e-04	0.3863	-3.7042623	-1.43081717	853.44	FCHO1	FCH and mu domain containing endocytic adaptor 1
1063	1.24e-03	2.12e-04	0.674	3.7041445	2.4966778	1845.37	CENPF	centromere protein F
107986251	1.24e-03	2.12e-04	0.4739	-3.7037222	-1.75508516	94.76	LINC02600	long intergenic non-protein coding RNA 2600
105374618	1.24e-03	2.12e-04	0.5049	-3.7037306	-1.87007405	152.91	LOC105374618	uncharacterized LOC105374618
101926964	1.24e-03	2.13e-04	0.3455	3.7036062	1.27969762	308.1	LOC101926964	uncharacterized LOC101926964
6626	1.24e-03	2.13e-04	0.1881	3.7032827	0.69655385	476.69	SNRPA	small nuclear ribonucleoprotein polypeptide A
728407	1.25e-03	2.13e-04	0.217	-3.7026801	-0.80331024	344.64	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1
5329	1.25e-03	2.14e-04	0.4163	3.7018041	1.54108563	225.61	PLAUR	plasminogen activator, urokinase receptor
51802	1.25e-03	2.15e-04	0.407	-3.7010482	-1.50634953	12.02	ASIC5	acid sensing ion channel subunit family member 5
2553	1.25e-03	2.15e-04	0.1809	3.7009006	0.6693972	619.06	GABPB1	GA binding protein transcription factor subunit beta 1
57095	1.26e-03	2.16e-04	0.2009	-3.7000157	-0.74337843	1698.35	PITHD1	PITH domain containing 1
51661	1.26e-03	2.15e-04	0.2051	3.7001894	0.75891324	136.1	FKBP7	FKBP prolyl isomerase 7
2923	1.26e-03	2.16e-04	0.2189	3.7000191	0.80988926	2898.44	PDIA3	protein disulfide isomerase family A member 3
116092	1.26e-03	2.16e-04	0.1661	3.7000303	0.61456554	301.3	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
113130	1.26e-03	2.16e-04	0.431	3.6996298	1.59466259	126.68	CDCA5	cell division cycle associated 5
253935	1.26e-03	2.16e-04	0.3447	-3.6995256	-1.27506707	11.41	ANGPTL5	angiopoietin like 5
112268230	1.26e-03	2.16e-04	0.3178	3.6992957	1.17581533	12.34	LOC112268230	
84911	1.26e-03	2.16e-04	0.1363	-3.6991761	-0.50405015	857.14	ZNF382	zinc finger protein 382
54566	1.26e-03	2.17e-04	0.445	-3.6989329	-1.64604795	864.57	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
8841	1.26e-03	2.17e-04	0.1365	3.698786	0.50494612	703.74	HDAC3	histone deacetylase 3
100128822	1.26e-03	2.17e-04	0.2565	3.6984757	0.94848279	227.58	LINC01003	long intergenic non-protein coding RNA 1003
653509	1.26e-03	2.17e-04	0.4228	-3.6982626	-1.56366999	17.29	SFTPA1	surfactant protein A1
60685	1.27e-03	2.18e-04	0.1361	3.6968099	0.50312811	1257.46	ZFAND3	zinc finger AN1-type containing 3
1508	1.27e-03	2.18e-04	0.2146	3.6968028	0.79339217	7828.9	CTSB	cathepsin B
148252	1.27e-03	2.18e-04	0.2676	-3.6967759	-0.98913335	1040.68	DIRAS1	DIRAS family GTPase 1
23237	1.27e-03	2.19e-04	0.3719	3.6965967	1.37492496	1499.23	ARC	activity regulated cytoskeleton associated protein
1850	1.27e-03	2.19e-04	0.3659	-3.6965511	-1.35244879	862.72	DUSP8	dual specificity phosphatase 8
79088	1.28e-03	2.21e-04	0.1738	3.6940707	0.64214228	1079.39	ZNF426	zinc finger protein 426
11249	1.29e-03	2.21e-04	0.4846	-3.6933165	-1.78964272	84.67	NXPH2	neurexophilin 2
51341	1.29e-03	2.21e-04	0.2354	-3.6932962	-0.86924044	1540.84	ZBTB7A	zinc finger and BTB domain containing 7A
170261	1.29e-03	2.22e-04	0.4245	-3.6930502	-1.56769883	245.52	ZCCHC12	zinc finger CCHC-type containing 12
83786	1.29e-03	2.22e-04	0.1691	3.6926654	0.62460438	709.1	FRMD8	FERM domain containing 8
79034	1.29e-03	2.22e-04	0.1447	3.6924902	0.53423687	498.48	INTS15	integrator complex subunit 15
58494	1.29e-03	2.22e-04	0.2088	3.6925109	0.77097619	2142.95	JAM2	junctional adhesion molecule 2
8243	1.29e-03	2.22e-04	0.1359	3.69201	0.50160376	2312.36	SMC1A	structural maintenance of chromosomes 1A
100874234	1.29e-03	2.23e-04	0.3493	-3.6914643	-1.2895933	67.64	CACNA1C-AS4	CACNA1C antisense RNA 4
101928913	1.30e-03	2.24e-04	0.3879	3.6907237	1.43161523	34.51	LINC01515	long intergenic non-protein coding RNA 1515
84449	1.30e-03	2.24e-04	0.1125	3.6905632	0.415285	1047.71	ZNF333	zinc finger protein 333
11113	1.30e-03	2.24e-04	0.3198	-3.6899893	-1.17991125	4474.37	CIT	citron rho-interacting serine/threonine kinase
105377327	1.30e-03	2.24e-04	0.375	3.6898728	1.38356084	21.71	LOC105377327	uncharacterized LOC105377327
105377100	1.30e-03	2.25e-04	0.3761	-3.6894274	-1.38762429	54.26	LOC105377100	uncharacterized LOC105377100
105375161	1.30e-03	2.25e-04	0.5487	-3.6893805	-2.02445465	49.3	LOC105375161	uncharacterized LOC105375161
392188	1.30e-03	2.25e-04	0.4368	-3.6892001	-1.61147095	26.45	USP17L8	ubiquitin specific peptidase 17 like family member 8
401577	1.30e-03	2.25e-04	0.2793	3.6889837	1.03048656	97.29	CD99P1	CD99 molecule pseudogene 1
590	1.31e-03	2.26e-04	0.4147	3.6879348	1.52929167	725.88	BCHE	butyrylcholinesterase
107987153	1.31e-03	2.26e-04	0.3624	-3.6878531	-1.33658172	95.45	LOC107987153	
51156	1.31e-03	2.26e-04	0.4543	-3.6878031	-1.67536855	40.2	SERPINA10	serpin family A member 10
105377101	1.31e-03	2.26e-04	0.3415	3.6877289	1.25926535	25.22	LOC105377101	uncharacterized LOC105377101
7188	1.31e-03	2.26e-04	0.1744	3.6874807	0.64307107	432.2	TRAF5	TNF receptor associated factor 5
781	1.31e-03	2.26e-04	0.3249	-3.6875064	-1.19817561	2201.03	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1
79006	1.31e-03	2.26e-04	0.2663	3.6875159	0.98190691	2709.96	METRN	meteorin, glial cell differentiation regulator
9254	1.31e-03	2.27e-04	0.3309	-3.6870372	-1.22007622	303.79	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2
9533	1.31e-03	2.27e-04	0.1944	3.6869693	0.71686307	344.62	POLR1C	RNA polymerase I and III subunit C
107984661	1.32e-03	2.28e-04	0.1152	-3.6858241	-0.4246411	722.56	LOC107984661	uncharacterized LOC107984661
55937	1.32e-03	2.28e-04	0.1222	3.6854146	0.45017871	126.8	APOM	apolipoprotein M
100529240	1.32e-03	2.28e-04	0.249	3.685271	0.91753588	38.25	ZNF816-ZNF321P	ZNF816-ZNF321P readthrough
51726	1.32e-03	2.29e-04	0.215	3.6848269	0.79213213	700.58	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
10724	1.33e-03	2.31e-04	0.141	-3.6824925	-0.51914507	6294.33	OGA	O-GlcNAcase
388536	1.33e-03	2.31e-04	0.1554	3.6823833	0.57240037	487.2	ZNF790	zinc finger protein 790
143379	1.33e-03	2.31e-04	0.3805	-3.6821178	-1.40098788	12.3	C10orf82	chromosome 10 open reading frame 82
6628	1.33e-03	2.32e-04	0.2915	3.6818778	1.07318163	711.75	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
541578	1.34e-03	2.32e-04	0.0825	3.6815412	0.3039033	510.87	EOLA2	endothelium and lymphocyte associated ASCH domain 2
401541	1.34e-03	2.32e-04	0.1024	3.6813281	0.37690407	366.46	CENPP	centromere protein P
79068	1.34e-03	2.33e-04	0.0593	-3.6806016	-0.21816669	3993.89	FTO	FTO alpha-ketoglutarate dependent dioxygenase
4761	1.34e-03	2.33e-04	0.5515	-3.6805078	-2.02980761	311.12	NEUROD2	neuronal differentiation 2
26872	1.34e-03	2.33e-04	0.4636	3.6803775	1.70610249	58.38	STEAP1	STEAP family member 1
54914	1.34e-03	2.33e-04	0.222	-3.6800308	-0.81698393	2441	FOCAD	focadhesin
105369347	1.34e-03	2.33e-04	0.2213	-3.680044	-0.81435825	76.78	RELA-DT	RELA divergent transcript
9238	1.34e-03	2.33e-04	0.1864	3.6798701	0.68605783	941.87	TBRG4	transforming growth factor beta regulator 4
83732	1.35e-03	2.34e-04	0.1896	3.6792793	0.69758444	395.97	RIOK1	RIO kinase 1
285556	1.35e-03	2.34e-04	0.4326	-3.6787611	-1.59128282	21.3	C4orf54	chromosome 4 open reading frame 54
440107	1.35e-03	2.34e-04	0.2819	3.678871	1.03711686	12.74	PLEKHG7	pleckstrin homology and RhoGEF domain containing G7
730051	1.35e-03	2.34e-04	0.1924	3.6788174	0.70797425	710.21	ZNF814	zinc finger protein 814
80304	1.35e-03	2.35e-04	0.2453	3.6783586	0.90243734	334.6	WDCP	WD repeat and coiled coil containing
105377663	1.35e-03	2.35e-04	0.1989	3.6778127	0.73156511	25.26	LOC105377663	uncharacterized LOC105377663
2250	1.35e-03	2.35e-04	0.558	-3.6776681	-2.05211972	24.06	FGF5	fibroblast growth factor 5
29978	1.35e-03	2.35e-04	0.115	-3.6777264	-0.42308454	1274.71	UBQLN2	ubiquilin 2
8237	1.35e-03	2.35e-04	0.1614	-3.6775533	-0.59348443	3792.79	USP11	ubiquitin specific peptidase 11
162333	1.35e-03	2.36e-04	0.2855	3.6774296	1.05000993	72.65	MARCHF10	membrane associated ring-CH-type finger 10
91653	1.35e-03	2.36e-04	0.3339	3.6772601	1.22797985	1010.07	BOC	BOC cell adhesion associated, oncogene regulated
4881	1.36e-03	2.36e-04	0.3656	3.6765535	1.34401822	56.11	NPR1	natriuretic peptide receptor 1
2491	1.36e-03	2.36e-04	0.3587	3.6765649	1.31869067	169.09	CENPI	centromere protein I
107986348	1.36e-03	2.36e-04	0.3364	-3.676477	-1.23659338	148.82	LOC107986348	
10690	1.36e-03	2.37e-04	0.3043	-3.6760836	-1.11866539	4307.31	FUT9	fucosyltransferase 9
105375436	1.36e-03	2.37e-04	0.5932	3.6759225	2.18069705	219.27	LOC105375436	
9319	1.36e-03	2.38e-04	0.5074	3.6751775	1.8648647	122.3	TRIP13	thyroid hormone receptor interactor 13
101929679	1.36e-03	2.38e-04	0.3732	3.6747727	1.37158711	104.61	LINC02883	long intergenic non-protein coding RNA 2883
57167	1.36e-03	2.38e-04	0.4372	3.6747139	1.60653674	29.86	SALL4	spalt like transcription factor 4
10809	1.37e-03	2.39e-04	0.165	-3.6742066	-0.60610842	400.79	STARD10	StAR related lipid transfer domain containing 10
79831	1.37e-03	2.39e-04	0.1186	-3.6737071	-0.43571503	174.29	KDM8	lysine demethylase 8
84084	1.37e-03	2.39e-04	0.3204	-3.673601	-1.17718566	109.28	RAB6C	RAB6C, member RAS oncogene family
100505624	1.37e-03	2.40e-04	0.1466	3.6731229	0.53835772	95.32	GTF3C2-AS1	GTF3C2 antisense RNA 1
132884	1.37e-03	2.40e-04	0.4079	3.6730109	1.49821311	128.44	EVC2	EvC ciliary complex subunit 2
85477	1.37e-03	2.40e-04	0.476	3.6730272	1.74846793	580.01	SCIN	scinderin
105375382	1.37e-03	2.40e-04	0.3509	-3.6731351	-1.28895092	155.68	LOC105375382	uncharacterized LOC105375382
10225	1.37e-03	2.40e-04	0.3991	3.6728063	1.46581433	24.43	CD96	CD96 molecule
355	1.37e-03	2.40e-04	0.2879	3.672647	1.0571778	338.55	FAS	Fas cell surface death receptor
100128079	1.37e-03	2.40e-04	0.3408	-3.6724358	-1.25171798	183.7	LOC100128079	uncharacterized LOC100128079
50628	1.37e-03	2.40e-04	0.181	3.6724894	0.66456406	407.95	GEMIN4	gem nuclear organelle associated protein 4
400258	1.37e-03	2.40e-04	0.5126	-3.6723102	-1.88233074	37.66	C14orf180	chromosome 14 open reading frame 180
59283	1.38e-03	2.42e-04	0.4055	-3.6705852	-1.48846891	802	CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8
25864	1.38e-03	2.42e-04	0.1698	-3.670238	-0.62336611	295.64	ABHD14A	abhydrolase domain containing 14A
440288	1.39e-03	2.43e-04	0.215	3.6693875	0.78886822	46.59	UBL7-DT	UBL7 divergent transcript
55515	1.39e-03	2.43e-04	0.4386	3.6691572	1.60935873	472.69	ASIC4	acid sensing ion channel subunit family member 4
9156	1.39e-03	2.44e-04	0.6091	3.6687727	2.234819	183.6	EXO1	exonuclease 1
84436	1.39e-03	2.44e-04	0.1349	3.6686712	0.49495968	1039.04	ZNF528	zinc finger protein 528
100329135	1.39e-03	2.44e-04	0.309	-3.6684374	-1.13353511	27.07	TRPC5OS	TRPC5 opposite strand
105378072	1.39e-03	2.44e-04	0.3664	-3.6682249	-1.34405179	10.68	LOC105378072	uncharacterized LOC105378072
10892	1.39e-03	2.44e-04	0.1783	3.6681053	0.65396495	826.78	MALT1	MALT1 paracaspase
4133	1.40e-03	2.45e-04	0.27	-3.6669614	-0.99006559	29006.9	MAP2	microtubule associated protein 2
7328	1.40e-03	2.45e-04	0.1484	3.6669799	0.54431662	3841	UBE2H	ubiquitin conjugating enzyme E2 H
23642	1.40e-03	2.46e-04	0.2388	3.6667761	0.87566442	699.29	SNHG1	small nucleolar RNA host gene 1
1105	1.40e-03	2.46e-04	0.1948	3.6663404	0.71415876	2215.26	CHD1	chromodomain helicase DNA binding protein 1
11156	1.40e-03	2.46e-04	0.4096	3.6663609	1.50167337	494.22	PTP4A3	protein tyrosine phosphatase 4A3
4174	1.40e-03	2.46e-04	0.2994	3.666234	1.09763527	709.77	MCM5	minichromosome maintenance complex component 5
203068	1.40e-03	2.46e-04	0.2548	3.6659462	0.9340314	6536.11	TUBB	tubulin beta class I
105376609	1.41e-03	2.47e-04	0.3758	3.6652572	1.37753856	29.64	MPPED2-AS1	MPPED2 antisense RNA 1
105372602	1.41e-03	2.47e-04	0.2907	-3.6651869	-1.06546863	185.04	LOC105372602	uncharacterized LOC105372602
54919	1.41e-03	2.47e-04	0.2114	3.6649767	0.77480596	646.49	DNAAF5	dynein axonemal assembly factor 5
9128	1.41e-03	2.48e-04	0.1471	3.664082	0.5390735	607.74	PRPF4	pre-mRNA processing factor 4
5063	1.41e-03	2.48e-04	0.4013	-3.6638749	-1.47043489	3098.06	PAK3	p21 (RAC1) activated kinase 3
526	1.42e-03	2.50e-04	0.2198	-3.6626127	-0.8052121	4584.89	ATP6V1B2	ATPase H+ transporting V1 subunit B2
3709	1.42e-03	2.50e-04	0.2255	3.6623663	0.82578277	6075.36	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
107986317	1.42e-03	2.50e-04	0.3932	-3.6619853	-1.43974739	53.05	LOC107986317	replaced by ID 105377460
25837	1.42e-03	2.50e-04	0.2599	-3.6619333	-0.95175153	262.7	RAB26	RAB26, member RAS oncogene family
64208	1.42e-03	2.50e-04	0.4421	-3.6618348	-1.6190749	175.7	POPDC3	popeye domain containing 3
131034	1.42e-03	2.51e-04	0.3994	-3.6615128	-1.46236862	325.57	CPNE4	copine 4
116115	1.42e-03	2.51e-04	0.148	3.6615096	0.54191118	232.04	ZNF526	zinc finger protein 526
196483	1.42e-03	2.51e-04	0.2091	3.6611399	0.7656277	215.55	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
7109	1.42e-03	2.51e-04	0.1546	-3.6610802	-0.5660998	2236.24	TRAPPC10	trafficking protein particle complex subunit 10
100874114	1.42e-03	2.51e-04	0.4305	-3.6609791	-1.5761107	29.47	CCDC13-AS1	CCDC13 antisense RNA 1
26791	1.42e-03	2.51e-04	0.222	3.6608925	0.8125937	15.78	SNORD58A	small nucleolar RNA, C/D box 58A
60526	1.42e-03	2.51e-04	0.1873	3.6607586	0.68583037	493.34	LDAH	lipid droplet associated hydrolase
6868	1.43e-03	2.52e-04	0.1462	3.6598324	0.53493243	1250.48	ADAM17	ADAM metallopeptidase domain 17
79720	1.43e-03	2.53e-04	0.1809	3.6593531	0.66179483	997.93	VPS37B	VPS37B subunit of ESCRT-I
55879	1.43e-03	2.53e-04	0.5375	3.6592559	1.96682652	218.27	GABRQ	gamma-aminobutyric acid type A receptor subunit theta
3931	1.43e-03	2.53e-04	0.245	3.6587748	0.89636564	245.32	LCAT	lecithin-cholesterol acyltransferase
285962	1.44e-03	2.54e-04	0.2773	3.6579651	1.0144438	66.79	WEE2-AS1	WEE2 antisense RNA 1
105372419	1.44e-03	2.54e-04	0.1502	3.6579596	0.54933932	47.92	GEMIN7-AS1	GEMIN7 antisense RNA 1
995	1.44e-03	2.54e-04	0.4222	3.6578747	1.54424904	71.88	CDC25C	cell division cycle 25C
105377921	1.44e-03	2.55e-04	0.4007	-3.6574098	-1.46536517	33.33	LOC105377921	uncharacterized LOC105377921
79411	1.44e-03	2.55e-04	0.1873	3.6573396	0.68484262	191.41	GLB1L	galactosidase beta 1 like
107986814	1.44e-03	2.55e-04	0.39	-3.656964	-1.42637456	43.31	LOC107986814	replaced by ID 105375382
9310	1.44e-03	2.55e-04	0.1236	3.6569487	0.45195495	355.12	ZNF235	zinc finger protein 235
84870	1.44e-03	2.56e-04	0.4581	-3.6566758	-1.67501968	73.49	RSPO3	R-spondin 3
79027	1.45e-03	2.56e-04	0.1082	3.6560011	0.39552639	1666.16	ZNF655	zinc finger protein 655
4248	1.45e-03	2.57e-04	0.3411	-3.6556673	-1.24681182	1408.57	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
401431	1.45e-03	2.57e-04	0.191	3.6554369	0.69809289	256.35	ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1
220980	1.45e-03	2.57e-04	0.3158	-3.6553276	-1.15436954	95.11	TMEM72-AS1	TMEM72 antisense RNA 1
1636	1.45e-03	2.57e-04	0.3923	3.6553708	1.43407732	261.37	ACE	angiotensin I converting enzyme
55281	1.45e-03	2.58e-04	0.1803	3.6545698	0.65880175	392.42	TMEM140	transmembrane protein 140
83988	1.45e-03	2.58e-04	0.3271	-3.6543818	-1.19537015	2332.51	NCALD	neurocalcin delta
5507	1.45e-03	2.58e-04	0.2844	-3.6543253	-1.03932348	1111.06	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
3631	1.46e-03	2.59e-04	0.1612	-3.6531806	-0.58878097	3827.45	INPP4A	inositol polyphosphate-4-phosphatase type I A
23316	1.46e-03	2.59e-04	0.6142	-3.6529338	-2.24367948	747.14	CUX2	cut like homeobox 2
2534	1.47e-03	2.60e-04	0.174	3.6521968	0.63539362	3842.03	FYN	FYN proto-oncogene, Src family tyrosine kinase
107984347	1.47e-03	2.60e-04	0.1352	3.6519721	0.49365289	381.98	LOC107984347	replaced by ID 121233926
79724	1.47e-03	2.61e-04	0.1261	3.6510842	0.46048658	817.8	ZNF768	zinc finger protein 768
105376196	1.47e-03	2.62e-04	0.4009	3.650363	1.46360558	27.46	LOC105376196	uncharacterized LOC105376196
57463	1.48e-03	2.62e-04	0.2666	-3.6502173	-0.97319353	901.62	AMIGO1	adhesion molecule with Ig like domain 1
817	1.48e-03	2.62e-04	0.3088	3.6499677	1.1271099	4451.38	CAMK2D	calcium/calmodulin dependent protein kinase II delta
3609	1.48e-03	2.62e-04	0.1818	3.6497641	0.66361626	4547.6	ILF3	interleukin enhancer binding factor 3
5925	1.48e-03	2.63e-04	0.2381	3.6496292	0.86882335	1862.98	RB1	RB transcriptional corepressor 1
5018	1.48e-03	2.63e-04	0.1361	3.649672	0.49682832	897.54	OXA1L	OXA1L mitochondrial inner membrane protein
55917	1.48e-03	2.63e-04	0.1318	3.6494858	0.48112337	1115.02	CTTNBP2NL	CTTNBP2 N-terminal like
51548	1.48e-03	2.63e-04	0.1313	3.6489407	0.47912791	207.86	SIRT6	sirtuin 6
102724646	1.48e-03	2.64e-04	0.2269	3.6486409	0.82799622	191.65	LOC102724646	uncharacterized LOC102724646
105375051	1.48e-03	2.64e-04	0.5005	-3.6482184	-1.82582551	93.85	LOC105375051	uncharacterized LOC105375051
51104	1.48e-03	2.64e-04	0.3027	-3.6480317	-1.10440508	1312.8	ABHD17B	abhydrolase domain containing 17B, depalmitoylase
23125	1.49e-03	2.65e-04	0.2787	-3.6477841	-1.01661814	1599.39	CAMTA2	calmodulin binding transcription activator 2
6441	1.49e-03	2.65e-04	0.365	-3.6474387	-1.3313336	47.59	SFTPD	surfactant protein D
6543	1.49e-03	2.65e-04	0.5412	-3.6474666	-1.97387425	937.56	SLC8A2	solute carrier family 8 member A2
80380	1.49e-03	2.65e-04	0.3668	3.6472324	1.33774768	110.99	PDCD1LG2	programmed cell death 1 ligand 2
105377320	1.49e-03	2.65e-04	0.2045	3.647	0.74569827	64.79	LOC105377320	uncharacterized LOC105377320
107986190	1.49e-03	2.65e-04	0.242	3.6468583	0.88245351	37.69	LOC107986190	uncharacterized LOC107986190
3777	1.49e-03	2.66e-04	0.4496	-3.646776	-1.63971556	138.21	KCNK3	potassium two pore domain channel subfamily K member 3
4324	1.49e-03	2.66e-04	0.3454	3.6466455	1.2596091	386.2	MMP15	matrix metallopeptidase 15
3778	1.49e-03	2.66e-04	0.2535	-3.6464478	-0.92449468	5642.54	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
105378561	1.49e-03	2.66e-04	0.3158	-3.6460704	-1.15148185	37.87	LOC105378561	uncharacterized LOC105378561
57716	1.49e-03	2.67e-04	0.2886	-3.6455867	-1.05202659	231.82	PRX	periaxin
105373170	1.50e-03	2.67e-04	0.325	3.6454692	1.18485645	91.11	LOC105373170	uncharacterized LOC105373170
2535	1.50e-03	2.67e-04	0.3356	3.6453606	1.22342109	71.11	FZD2	frizzled class receptor 2
105372173	1.50e-03	2.67e-04	0.3508	3.6452656	1.27887803	20.75	LOC105372173	uncharacterized LOC105372173
2978	1.50e-03	2.69e-04	0.3632	-3.6437601	-1.32345324	11.67	GUCA1A	guanylate cyclase activator 1A
55765	1.51e-03	2.70e-04	0.493	3.6427676	1.79590658	184.71	INAVA	innate immunity activator
374618	1.51e-03	2.70e-04	0.3144	3.642614	1.14527968	367.12	TEX9	testis expressed 9
9289	1.51e-03	2.70e-04	0.3164	3.6424706	1.15263823	5850.24	ADGRG1	adhesion G protein-coupled receptor G1
23092	1.51e-03	2.70e-04	0.2298	-3.6423616	-0.83711395	3828.32	ARHGAP26	Rho GTPase activating protein 26
6493	1.51e-03	2.70e-04	0.427	3.6421997	1.55529028	252.69	SIM2	SIM bHLH transcription factor 2
64425	1.51e-03	2.70e-04	0.1654	3.6420646	0.60232729	422.36	POLR1E	RNA polymerase I subunit E
105374162	1.51e-03	2.71e-04	0.1583	3.6419046	0.57657711	743.61	LOC105374162	
101928790	1.51e-03	2.71e-04	0.5364	-3.6418988	-1.95369577	156.31	PEX5L-AS2	PEX5L antisense RNA 2
8531	1.51e-03	2.71e-04	0.3569	3.6418076	1.29984229	606.09	YBX3	Y-box binding protein 3
5212	1.52e-03	2.71e-04	0.3822	-3.6411236	-1.39145868	25.27	VIT	vitrin
284233	1.52e-03	2.71e-04	0.5619	-3.6410889	-2.04595283	33.29	CYP4F35P	cytochrome P450 family 4 subfamily F member 35, pseudogene
255743	1.52e-03	2.72e-04	0.5099	3.6407353	1.85657106	1006.41	NPNT	nephronectin
30061	1.52e-03	2.72e-04	0.3023	3.6403659	1.1006576	736.81	SLC40A1	solute carrier family 40 member 1
79140	1.52e-03	2.73e-04	0.1929	3.639883	0.70208543	226.24	CCDC28B	coiled-coil domain containing 28B
6239	1.52e-03	2.73e-04	0.2911	3.6398658	1.05942935	760.49	RREB1	ras responsive element binding protein 1
374654	1.52e-03	2.73e-04	0.3199	3.6396725	1.16431239	427.02	KIF7	kinesin family member 7
100506190	1.53e-03	2.74e-04	0.1873	3.6390396	0.68149241	313.42	LINC00963	long intergenic non-protein coding RNA 963
105370972	1.53e-03	2.74e-04	0.592	-3.6389731	-2.15426063	185.21	LOC105370972	uncharacterized LOC105370972
1821	1.53e-03	2.74e-04	0.3005	-3.6384828	-1.09349291	960.23	DRP2	dystrophin related protein 2
100507034	1.53e-03	2.75e-04	0.1445	-3.6380571	-0.52573669	303.9	PITRM1-AS1	PITRM1 antisense RNA 1
284403	1.53e-03	2.75e-04	0.4031	3.6376859	1.46646095	189.58	WDR62	WD repeat domain 62
393	1.53e-03	2.75e-04	0.2219	3.6377189	0.8072639	414.39	ARHGAP4	Rho GTPase activating protein 4
5796	1.53e-03	2.75e-04	0.1915	-3.6375684	-0.69654167	3572.86	PTPRK	protein tyrosine phosphatase receptor type K
107984543	1.53e-03	2.75e-04	0.2947	-3.6373883	-1.07189537	10.47	LOC107984543	uncharacterized LOC107984543
55720	1.54e-03	2.76e-04	0.1602	3.6368931	0.58278361	1042.57	TSR1	TSR1 ribosome maturation factor
57611	1.54e-03	2.76e-04	0.4822	-3.6365289	-1.75341077	223.77	ISLR2	immunoglobulin superfamily containing leucine rich repeat 2
