GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
221960	3.25e-04	5.11e-05	0.0985	4.050636	0.3991715	734.01	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
4519	3.26e-04	5.11e-05	0.2011	-4.05053	-0.8143805	166100.71	CYTB	cytochrome b
157769	3.26e-04	5.12e-05	0.0896	4.050199	0.3627093	1009.85	FAM91A1	family with sequence similarity 91 member A1
57460	3.26e-04	5.12e-05	0.2229	-4.049905	-0.9026433	1592.62	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
25758	3.27e-04	5.13e-05	0.3856	-4.049586	-1.5616517	2195.3	KIAA1549L	KIAA1549 like
105376617	3.28e-04	5.15e-05	0.3912	-4.04849	-1.5837015	273.47	LOC105376617	uncharacterized LOC105376617
494143	3.29e-04	5.18e-05	0.1883	4.047435	0.761982	43.7	CHAC2	ChaC glutathione specific gamma-glutamylcyclotransferase 2
65009	3.29e-04	5.18e-05	0.2724	-4.047382	-1.1025126	10371.81	NDRG4	NDRG family member 4
57687	3.30e-04	5.19e-05	0.3506	-4.047082	-1.4188818	790.48	VAT1L	vesicle amine transport 1 like
53840	3.30e-04	5.19e-05	0.267	4.046929	1.0803744	47.73	TRIM34	tripartite motif containing 34
79699	3.32e-04	5.22e-05	0.1621	-4.045344	-0.6557436	1665.32	ZYG11B	zyg-11 family member B, cell cycle regulator
729956	3.32e-04	5.23e-05	0.249	-4.045293	-1.0072826	1303.1	SHISA7	shisa family member 7
11343	3.32e-04	5.23e-05	0.1633	-4.045103	-0.6605763	3570.55	MGLL	monoglyceride lipase
8353	3.32e-04	5.23e-05	0.3417	4.045169	1.3821838	9.26	H3C6	H3 clustered histone 6
100505555	3.32e-04	5.23e-05	0.281	-4.045067	-1.1366951	15.48	LOC100505555	uncharacterized LOC100505555
84826	3.33e-04	5.25e-05	0.1648	4.044399	0.6666088	116.41	SFT2D3	SFT2 domain containing 3
84546	3.33e-04	5.25e-05	0.2287	4.044223	0.9250207	24.7	SNORD35B	small nucleolar RNA, C/D box 35B
102724850	3.33e-04	5.25e-05	0.7482	4.04414	3.0258499	78.35	CCL3-AS1	CCL3 antisense RNA 1
10598	3.33e-04	5.26e-05	0.0912	-4.043684	-0.3686664	1715.33	AHSA1	activator of HSP90 ATPase activity 1
3674	3.34e-04	5.27e-05	0.1803	-4.043116	-0.7290573	81.44	ITGA2B	integrin subunit alpha 2b
4842	3.34e-04	5.28e-05	0.3065	-4.043043	-1.2392729	385.89	NOS1	nitric oxide synthase 1
147228	3.35e-04	5.28e-05	0.4057	-4.04269	-1.6401456	78.96	KRT17P1	keratin 17 pseudogene 1
125206	3.35e-04	5.29e-05	0.2609	4.042213	1.0545501	52.06	SLC5A10	solute carrier family 5 member 10
64386	3.35e-04	5.30e-05	0.27	4.042036	1.091403	110.45	MMP25	matrix metallopeptidase 25
171546	3.36e-04	5.31e-05	0.1502	4.041586	0.6070373	773.83	SPTSSA	serine palmitoyltransferase small subunit A
9306	3.36e-04	5.31e-05	0.212	4.041369	0.8566608	890.39	SOCS6	suppressor of cytokine signaling 6
1602	3.37e-04	5.34e-05	0.2623	-4.040432	-1.0600027	133.82	DACH1	dachshund family transcription factor 1
7534	3.38e-04	5.34e-05	0.1754	-4.040054	-0.7085579	12696.01	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
3175	3.38e-04	5.34e-05	0.4857	4.040097	1.9622312	16.61	ONECUT1	one cut homeobox 1
7594	3.38e-04	5.35e-05	0.1713	4.03996	0.6920343	502.19	ZNF43	zinc finger protein 43
151242	3.38e-04	5.35e-05	0.3153	4.039764	1.2736817	60.36	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C
115308161	3.38e-04	5.36e-05	0.1379	-4.039501	-0.5568814	33.31	LOC115308161	uncharacterized LOC115308161
10811	3.38e-04	5.36e-05	0.222	-4.039374	-0.8965947	616.1	NOXA1	NADPH oxidase activator 1
1029	3.38e-04	5.37e-05	0.4695	4.039113	1.8962936	147.01	CDKN2A	cyclin dependent kinase inhibitor 2A
6304	3.39e-04	5.38e-05	0.2256	-4.038341	-0.9111517	2209.65	SATB1	SATB homeobox 1
79133	3.39e-04	5.38e-05	0.1208	-4.038309	-0.4877483	430.39	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
388559	3.41e-04	5.40e-05	0.1381	4.037442	0.5577297	82.32	ZNF888	zinc finger protein 888
55911	3.41e-04	5.41e-05	0.3028	4.037366	1.2223551	145.4	APOBR	apolipoprotein B receptor
728730	3.41e-04	5.41e-05	0.2404	-4.037206	-0.9706547	249.89	MAP4K3-DT	MAP4K3 divergent transcript
6176	3.41e-04	5.41e-05	0.1336	4.037016	0.5395254	5378.59	RPLP1	ribosomal protein lateral stalk subunit P1
246330	3.43e-04	5.44e-05	0.2535	-4.035748	-1.0230518	680.4	PELI3	pellino E3 ubiquitin protein ligase family member 3
135112	3.43e-04	5.45e-05	0.2163	-4.035635	-0.8729986	2230.14	NCOA7	nuclear receptor coactivator 7
51302	3.43e-04	5.45e-05	0.2441	4.035453	0.9852218	38.79	CYP39A1	cytochrome P450 family 39 subfamily A member 1
284615	3.43e-04	5.45e-05	0.3459	-4.035334	-1.3958859	352.51	ANKRD34A	ankyrin repeat domain 34A
255022	3.43e-04	5.46e-05	0.5807	-4.035174	-2.3433113	47.22	CALHM1	calcium homeostasis modulator 1
25945	3.44e-04	5.47e-05	0.1233	4.034751	0.4976006	785.74	NECTIN3	nectin cell adhesion molecule 3
729978	3.45e-04	5.49e-05	0.0897	-4.033753	-0.3619933	141.29	NPIPB2	nuclear pore complex interacting protein family member B2
388695	3.45e-04	5.50e-05	0.0647	-4.033496	-0.261052	237.38	LYSMD1	LysM domain containing 1
146956	3.46e-04	5.52e-05	0.2445	4.03265	0.9859279	128.36	EME1	essential meiotic structure-specific endonuclease 1
100129461	3.47e-04	5.52e-05	0.226	4.032412	0.9114722	19.74	LYRM4-AS1	LYRM4 antisense RNA 1
339804	3.47e-04	5.53e-05	0.1174	-4.031897	-0.4731606	492.13	C2orf74	chromosome 2 open reading frame 74
9868	3.48e-04	5.55e-05	0.1252	-4.031292	-0.5047145	1773	TOMM70	translocase of outer mitochondrial membrane 70
9760	3.48e-04	5.55e-05	0.2659	-4.031131	-1.0717511	477.47	TOX	thymocyte selection associated high mobility group box
6583	3.48e-04	5.56e-05	0.1224	4.030897	0.4932208	99.85	SLC22A4	solute carrier family 22 member 4
79998	3.49e-04	5.57e-05	0.145	4.030468	0.5845846	279.34	ANKRD53	ankyrin repeat domain 53
64374	3.49e-04	5.57e-05	0.118	4.030528	0.4755515	390.96	SIL1	SIL1 nucleotide exchange factor
9900	3.50e-04	5.58e-05	0.2899	-4.029853	-1.1683715	4893.39	SV2A	synaptic vesicle glycoprotein 2A
100861555	3.50e-04	5.59e-05	0.2502	4.029632	1.0082665	21.93	SWINGN	SWI/SNF complex interacting GAS6 enhancer non-coding RNA
7042	3.51e-04	5.60e-05	0.2274	4.029086	0.9161428	697.81	TGFB2	transforming growth factor beta 2
163590	3.51e-04	5.61e-05	0.0489	4.028805	0.1968207	1156.35	TOR1AIP2	torsin 1A interacting protein 2
22884	3.51e-04	5.61e-05	0.1506	-4.028718	-0.6065863	938.94	WDR37	WD repeat domain 37
23462	3.51e-04	5.62e-05	0.2578	4.028352	1.038664	977.8	HEY1	hes related family bHLH transcription factor with YRPW motif 1
719	3.52e-04	5.63e-05	0.3157	4.027959	1.2717712	455.4	C3AR1	complement C3a receptor 1
9046	3.53e-04	5.64e-05	0.3972	4.027199	1.5997342	11.01	DOK2	docking protein 2
23471	3.54e-04	5.66e-05	0.1622	4.026502	0.6530597	1721.17	TRAM1	translocation associated membrane protein 1
90592	3.54e-04	5.66e-05	0.1487	4.026571	0.5987683	317.8	ZNF700	zinc finger protein 700
79042	3.54e-04	5.66e-05	0.1434	4.026571	0.5774274	440.26	TSEN34	tRNA splicing endonuclease subunit 34
29	3.54e-04	5.67e-05	0.1857	-4.025987	-0.7474551	6856.91	ABR	ABR activator of RhoGEF and GTPase
25886	3.54e-04	5.68e-05	0.2436	4.025892	0.9806773	90.87	POC1A	POC1 centriolar protein A
26166	3.54e-04	5.68e-05	0.2842	4.0258	1.1439997	45.8	RGS22	regulator of G protein signaling 22
2342	3.55e-04	5.69e-05	0.2152	4.025274	0.8662403	538.32	FNTB	farnesyltransferase, CAAX box, beta
100379251	3.55e-04	5.70e-05	0.0983	-4.024935	-0.3954615	203.37	NPPA-AS1	NPPA antisense RNA 1
79830	3.56e-04	5.71e-05	0.1487	4.024615	0.598364	260.68	ZMYM1	zinc finger MYM-type containing 1
10554	3.56e-04	5.71e-05	0.0627	-4.024581	-0.2524461	1884.25	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
55848	3.56e-04	5.72e-05	0.1599	4.024164	0.6435809	174.58	PLGRKT	plasminogen receptor with a C-terminal lysine
4550	3.58e-04	5.75e-05	0.2147	-4.022832	-0.8636198	499887.2	RNR2	l-rRNA
128710	3.59e-04	5.76e-05	0.1087	4.022567	0.4373032	347.58	SLX4IP	SLX4 interacting protein
5501	3.59e-04	5.76e-05	0.0786	4.022248	0.3161445	2092.94	PPP1CC	protein phosphatase 1 catalytic subunit gamma
100529240	3.59e-04	5.77e-05	0.2013	4.021931	0.8094831	16.12	ZNF816-ZNF321P	ZNF816-ZNF321P readthrough
254251	3.59e-04	5.77e-05	0.138	4.021847	0.5549735	317.61	LCORL	ligand dependent nuclear receptor corepressor like
642484	3.60e-04	5.79e-05	0.3688	4.021287	1.4830035	12.79	LOC642484	uncharacterized LOC642484
3726	3.60e-04	5.79e-05	0.3627	4.021309	1.4584418	1687.08	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
100507002	3.60e-04	5.79e-05	0.2277	4.021079	0.9155678	23.31	LOC100507002	uncharacterized LOC100507002
84443	3.61e-04	5.81e-05	0.1802	4.020439	0.7244413	372.95	FRMPD3	FERM and PDZ domain containing 3
55890	3.62e-04	5.82e-05	0.1539	4.019873	0.6187877	217.33	GPRC5C	G protein-coupled receptor class C group 5 member C
105373390	3.62e-04	5.83e-05	0.5264	-4.019664	-2.1158434	75.9	LOC105373390	uncharacterized LOC105373390
64756	3.63e-04	5.85e-05	0.0892	-4.018677	-0.3584281	1556.46	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
55591	3.64e-04	5.86e-05	0.0694	-4.018529	-0.2789568	1316.31	VEZT	vezatin, adherens junctions transmembrane protein
79670	3.64e-04	5.86e-05	0.113	4.018289	0.4540748	740.99	TUT7	terminal uridylyl transferase 7
11262	3.64e-04	5.87e-05	0.1988	4.017973	0.7986259	68.75	SP140	SP140 nuclear body protein
645332	3.66e-04	5.90e-05	0.1241	4.016585	0.4986428	50.9	FAM86C2P	family with sequence similarity 86, member A pseudogene
375057	3.68e-04	5.93e-05	0.2859	-4.015571	-1.1482285	1701.3	STUM	stum, mechanosensory transduction mediator homolog
55326	3.68e-04	5.93e-05	0.1293	4.015465	0.5190818	1539.17	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5
339044	3.68e-04	5.93e-05	0.1339	-4.015467	-0.5378352	2936.69	PKD1P1	polycystin 1, transient receptor potential channel interacting pseudogene 1
51705	3.68e-04	5.94e-05	0.1888	4.01527	0.7581377	168.5	EMCN	endomucin
284	3.68e-04	5.94e-05	0.2872	4.015205	1.1531446	131.44	ANGPT1	angiopoietin 1
100288332	3.68e-04	5.94e-05	0.1099	-4.014996	-0.4410787	746.54	NPIPA5	nuclear pore complex interacting protein family member A5
389812	3.69e-04	5.95e-05	0.3813	-4.014596	-1.5308711	26.97	LCN15	lipocalin 15
100287467	3.69e-04	5.97e-05	0.2206	4.01406	0.8855486	16.82	LOC100287467	uncharacterized LOC100287467
622	3.69e-04	5.97e-05	0.1816	-4.013982	-0.72898	1074.78	BDH1	3-hydroxybutyrate dehydrogenase 1
2966	3.70e-04	5.98e-05	0.1622	4.013689	0.6508574	299.66	GTF2H2	general transcription factor IIH subunit 2
11108	3.70e-04	5.98e-05	0.0692	-4.013528	-0.2777399	715.88	PRDM4	PR/SET domain 4
8760	3.70e-04	5.99e-05	0.125	-4.013186	-0.5016428	3637.6	CDS2	CDP-diacylglycerol synthase 2
51510	3.71e-04	6.00e-05	0.067	-4.012919	-0.2689756	1491.73	CHMP5	charged multivesicular body protein 5
126364	3.71e-04	6.00e-05	0.306	4.012761	1.2280531	71.91	LRRC25	leucine rich repeat containing 25
55553	3.71e-04	6.01e-05	0.2682	4.012366	1.0760426	702.17	SOX6	SRY-box transcription factor 6
5818	3.71e-04	6.01e-05	0.1998	-4.012294	-0.8014975	2336.8	NECTIN1	nectin cell adhesion molecule 1
83541	3.72e-04	6.02e-05	0.2362	4.011955	0.9477212	62.36	FAM110A	family with sequence similarity 110 member A
1006	3.72e-04	6.03e-05	0.3567	-4.01164	-1.4310602	533.52	CDH8	cadherin 8
9262	3.72e-04	6.03e-05	0.2208	4.011486	0.8857218	254.21	STK17B	serine/threonine kinase 17b
54478	3.72e-04	6.04e-05	0.3919	4.011433	1.5722026	165.33	PIMREG	PICALM interacting mitotic regulator
9759	3.72e-04	6.04e-05	0.0796	-4.011131	-0.3191187	1089.67	HDAC4	histone deacetylase 4
10979	3.73e-04	6.06e-05	0.1336	4.010485	0.5356908	1781.88	FERMT2	FERM domain containing kindlin 2
84100	3.74e-04	6.07e-05	0.1603	-4.010017	-0.6428565	405.2	ARL6	ADP ribosylation factor like GTPase 6
506	3.75e-04	6.09e-05	0.1353	-4.00942	-0.5423525	8780.45	ATP5F1B	ATP synthase F1 subunit beta
29109	3.75e-04	6.09e-05	0.1628	4.009388	0.6527441	344.77	FHOD1	formin homology 2 domain containing 1
55222	3.75e-04	6.10e-05	0.2103	-4.009067	-0.8432009	576.66	LRRC20	leucine rich repeat containing 20
3419	3.77e-04	6.12e-05	0.1431	-4.008162	-0.5734283	1723.07	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha
51690	3.77e-04	6.13e-05	0.1948	4.007568	0.7805984	374.57	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
25924	3.78e-04	6.15e-05	0.2849	-4.007107	-1.1414952	1007.94	MYRIP	myosin VIIA and Rab interacting protein
55322	3.78e-04	6.15e-05	0.1044	-4.007121	-0.4184746	525.63	C5orf22	chromosome 5 open reading frame 22
26146	3.78e-04	6.15e-05	0.0946	-4.00679	-0.3788618	460.42	TRAF3IP1	TRAF3 interacting protein 1
91137	3.78e-04	6.15e-05	0.0848	-4.006829	-0.3396034	1812.28	SLC25A46	solute carrier family 25 member 46
10120	3.78e-04	6.16e-05	0.1253	-4.006494	-0.5019187	2036.72	ACTR1B	actin related protein 1B
10307	3.78e-04	6.16e-05	0.0574	-4.006457	-0.2300492	876.14	APBB3	amyloid beta precursor protein binding family B member 3
8774	3.79e-04	6.17e-05	0.1424	-4.006336	-0.570609	1640.2	NAPG	NSF attachment protein gamma
51311	3.79e-04	6.17e-05	0.3954	4.006264	1.5839815	28.91	TLR8	toll like receptor 8
23452	3.79e-04	6.18e-05	0.2892	4.005805	1.1583735	1010.2	ANGPTL2	angiopoietin like 2
4361	3.82e-04	6.22e-05	0.0948	4.004197	0.3794374	535.99	MRE11	MRE11 homolog, double strand break repair nuclease
2534	3.84e-04	6.26e-05	0.139	4.002818	0.5565401	3778.96	FYN	FYN proto-oncogene, Src family tyrosine kinase
11339	3.84e-04	6.27e-05	0.3832	4.002457	1.5339398	30.72	OIP5	Opa interacting protein 5
64843	3.84e-04	6.27e-05	0.5479	4.002273	2.1926704	9.69	ISL2	ISL LIM homeobox 2
6348	3.85e-04	6.29e-05	0.674	4.00168	2.6972377	551.88	CCL3	C-C motif chemokine ligand 3
200162	3.87e-04	6.32e-05	0.227	4.000646	0.9081393	31.09	SPAG17	sperm associated antigen 17
84084	3.88e-04	6.33e-05	0.1741	-4.000115	-0.6964159	243.82	RAB6C	RAB6C, member RAS oncogene family
6622	3.88e-04	6.34e-05	0.3274	-3.999922	-1.3096258	3128.62	SNCA	synuclein alpha
758	3.88e-04	6.34e-05	0.4683	-3.999687	-1.8732484	1093.77	MPPED1	metallophosphoesterase domain containing 1
5218	3.88e-04	6.34e-05	0.287	-3.999613	-1.1476922	1900.3	CDK14	cyclin dependent kinase 14
83544	3.88e-04	6.35e-05	0.1277	-3.999346	-0.5105375	826.05	DNAL1	dynein axonemal light chain 1
2113	3.89e-04	6.36e-05	0.2559	3.999078	1.0232096	696.68	ETS1	ETS proto-oncogene 1, transcription factor
126375	3.89e-04	6.36e-05	0.1572	3.998922	0.6287135	45.31	ZNF792	zinc finger protein 792
25953	3.89e-04	6.37e-05	0.1819	-3.998541	-0.7272218	1446.9	PNKD	PNKD metallo-beta-lactamase domain containing
9826	3.90e-04	6.38e-05	0.1544	-3.998274	-0.6174699	1724.01	ARHGEF11	Rho guanine nucleotide exchange factor 11
124491	3.90e-04	6.38e-05	0.0983	3.998176	0.3930841	679.96	TMEM170A	transmembrane protein 170A
54843	3.90e-04	6.39e-05	0.2504	-3.997809	-1.0008583	2415.88	SYTL2	synaptotagmin like 2
3029	3.90e-04	6.40e-05	0.1259	-3.997624	-0.5033814	1246.32	HAGH	hydroxyacylglutathione hydrolase
54509	3.91e-04	6.41e-05	0.1767	-3.99735	-0.7062549	138.61	RHOF	ras homolog family member F, filopodia associated
283507	3.91e-04	6.41e-05	0.1891	-3.997343	-0.755758	22.06	SUGT1P3	SUGT1 pseudogene 3
22980	3.91e-04	6.41e-05	0.0738	-3.997053	-0.294964	2460.18	TCF25	transcription factor 25
107	3.91e-04	6.42e-05	0.4098	-3.996927	-1.6379517	3743.46	ADCY1	adenylate cyclase 1
693216	3.92e-04	6.43e-05	0.1523	-3.996597	-0.6085196	19.87	MIR631	microRNA 631
256355	3.92e-04	6.44e-05	0.2542	3.996003	1.0157257	20.19	RPS2P32	ribosomal protein S2 pseudogene 32
56849	3.94e-04	6.47e-05	0.1524	-3.995006	-0.6088798	1441.61	TCEAL7	transcription elongation factor A like 7
373	3.94e-04	6.48e-05	0.1534	-3.99477	-0.6126407	1111.85	TRIM23	tripartite motif containing 23
80975	3.98e-04	6.54e-05	0.3731	3.992581	1.4894752	1143.05	TMPRSS5	transmembrane serine protease 5
79751	3.99e-04	6.56e-05	0.2799	-3.99176	-1.1173285	1660.65	SLC25A22	solute carrier family 25 member 22
8771	3.99e-04	6.56e-05	0.1145	3.991813	0.4569029	86.7	TNFRSF6B	TNF receptor superfamily member 6b
91947	3.99e-04	6.56e-05	0.2956	3.991644	1.1800532	1300.16	ARRDC4	arrestin domain containing 4
105374354	4.00e-04	6.57e-05	0.3906	3.991223	1.5590995	11.95	LOC105374354	
100422781	4.00e-04	6.59e-05	0.2255	3.990733	0.8998927	59.98	LOC100422781	uncharacterized LOC100422781
5683	4.01e-04	6.59e-05	0.141	3.990447	0.5628502	1163.66	PSMA2	proteasome 20S subunit alpha 2
100500849	4.02e-04	6.61e-05	0.2296	3.989829	0.9161628	11.62	MIR3916	microRNA 3916
7409	4.02e-04	6.61e-05	0.2521	3.989864	1.005751	173.39	VAV1	vav guanine nucleotide exchange factor 1
54522	4.06e-04	6.68e-05	0.133	-3.987295	-0.5302513	203.91	ANKRD16	ankyrin repeat domain 16
2192	4.06e-04	6.68e-05	0.3045	3.987275	1.2143153	652.44	FBLN1	fibulin 1
105378499	4.07e-04	6.70e-05	0.3004	-3.986671	-1.1977381	230.98	HSPA12A-AS1	HSPA12A antisense RNA 1
107987399	4.07e-04	6.71e-05	0.2048	3.986342	0.816496	21.66	LOC107987399	replaced by ID 101929819
79007	4.07e-04	6.71e-05	0.2126	-3.986264	-0.8474689	827.62	DBNDD1	dysbindin domain containing 1
284486	4.07e-04	6.72e-05	0.2765	-3.985952	-1.1019767	73.69	THEM5	thioesterase superfamily member 5
130617	4.08e-04	6.74e-05	0.0683	-3.985241	-0.2720442	588.04	ZFAND2B	zinc finger AN1-type containing 2B
79168	4.08e-04	6.74e-05	0.4094	3.9852	1.631545	33.2	LILRA6	leukocyte immunoglobulin like receptor A6
79832	4.09e-04	6.75e-05	0.1037	3.984822	0.4130637	772.1	QSER1	glutamine and serine rich 1
60592	4.09e-04	6.76e-05	0.1232	-3.98454	-0.4908505	2786.94	SCOC	short coiled-coil protein
101929679	4.10e-04	6.78e-05	0.3387	3.984003	1.3493872	36.85	LINC02883	long intergenic non-protein coding RNA 2883
23113	4.10e-04	6.78e-05	0.0593	-3.983786	-0.2363647	1295.74	CUL9	cullin 9
2783	4.10e-04	6.78e-05	0.1349	3.98384	0.5374979	2547.26	GNB2	G protein subunit beta 2
440993	4.12e-04	6.80e-05	0.1783	3.983034	0.7102776	133.41	MIR570HG	MIR570 host gene
2182	4.12e-04	6.81e-05	0.1323	-3.982753	-0.5269522	1501.67	ACSL4	acyl-CoA synthetase long chain family member 4
64112	4.12e-04	6.82e-05	0.2826	-3.982587	-1.1255761	2950.81	MOAP1	modulator of apoptosis 1
84435	4.14e-04	6.85e-05	0.2835	-3.981572	-1.1288209	753.92	ADGRA1	adhesion G protein-coupled receptor A1
2153	4.15e-04	6.86e-05	0.3782	3.980949	1.5054131	98.73	F5	coagulation factor V
9399	4.15e-04	6.86e-05	0.1653	-3.98095	-0.6580514	778.45	STOML1	stomatin like 1
5122	4.15e-04	6.87e-05	0.4769	-3.980781	-1.8982732	931.26	PCSK1	proprotein convertase subtilisin/kexin type 1
653319	4.15e-04	6.88e-05	0.0998	-3.980514	-0.3972101	1388.25	MATCAP1	microtubule associated tyrosine carboxypeptidase 1
717	4.15e-04	6.88e-05	0.3019	3.980306	1.201755	313.64	C2	complement C2
93185	4.16e-04	6.89e-05	0.2044	-3.980062	-0.8135605	4638.58	IGSF8	immunoglobulin superfamily member 8
100128191	4.16e-04	6.89e-05	0.2004	3.979974	0.7974492	72.53	TMPO-AS1	TMPO antisense RNA 1
388135	4.16e-04	6.89e-05	0.1987	-3.980013	-0.790811	1173.35	INSYN1	inhibitory synaptic factor 1
85016	4.17e-04	6.93e-05	0.2792	3.978789	1.1108386	17.53	CFAP300	cilia and flagella associated protein 300
116988	4.18e-04	6.93e-05	0.1472	-3.978527	-0.5855598	3956.6	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
94101	4.18e-04	6.95e-05	0.0675	3.978095	0.2686857	1075.81	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
6223	4.18e-04	6.95e-05	0.1999	3.978135	0.7953556	4420.34	RPS19	ribosomal protein S19
103689912	4.19e-04	6.96e-05	0.3049	3.977659	1.2128523	29.52	TBX2-AS1	TBX2 antisense RNA 1
100529251	4.19e-04	6.96e-05	0.1806	3.977507	0.7181815	97.92	CKLF-CMTM1	CKLF-CMTM1 readthrough
404281	4.19e-04	6.97e-05	0.2183	3.977473	0.8682344	38.5	YY2	YY2 transcription factor
4536	4.21e-04	7.00e-05	0.2009	-3.976166	-0.798718	190202.54	ND2	NADH dehydrogenase subunit 2
105374745	4.22e-04	7.01e-05	0.379	3.975866	1.5069213	9.19	LOC105374745	uncharacterized LOC105374745
3902	4.22e-04	7.02e-05	0.3214	3.975599	1.2779313	15.77	LAG3	lymphocyte activating 3
1137	4.22e-04	7.02e-05	0.3661	-3.975455	-1.4553752	383.19	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit
55214	4.24e-04	7.05e-05	0.1993	3.974495	0.7922057	159.05	P3H2	prolyl 3-hydroxylase 2
105370579	4.24e-04	7.06e-05	0.1332	-3.974274	-0.5293506	79.54	LOC105370579	uncharacterized LOC105370579
102723895	4.25e-04	7.07e-05	0.5239	-3.973788	-2.0820132	16.49	LINC02552	long intergenic non-protein coding RNA 2552
1723	4.25e-04	7.08e-05	0.1071	3.973664	0.4254234	237.99	DHODH	dihydroorotate dehydrogenase (quinone)
55160	4.25e-04	7.08e-05	0.1513	3.973445	0.6011402	1102.42	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
101927793	4.25e-04	7.09e-05	0.305	-3.973404	-1.2120584	16.14	LOC101927793	uncharacterized LOC101927793
3959	4.25e-04	7.09e-05	0.2689	3.973406	1.0684724	3111.44	LGALS3BP	galectin 3 binding protein
10282	4.27e-04	7.12e-05	0.1075	3.972392	0.4269688	309.62	BET1	Bet1 golgi vesicular membrane trafficking protein
25839	4.27e-04	7.12e-05	0.1221	3.972356	0.4849642	1269.9	COG4	component of oligomeric golgi complex 4
9477	4.27e-04	7.12e-05	0.1518	3.9721	0.6029859	228.55	MED20	mediator complex subunit 20
138649	4.27e-04	7.12e-05	0.291	-3.972076	-1.1560409	286.95	ANKRD19P	ankyrin repeat domain 19, pseudogene
5988	4.27e-04	7.12e-05	0.4104	-3.972157	-1.6302143	221.21	RFPL1	ret finger protein like 1
104797538	4.27e-04	7.13e-05	0.232	3.971866	0.9215912	9.29	KCNMB2-AS1	KCNMB2 antisense RNA 1
51601	4.27e-04	7.14e-05	0.1286	3.971729	0.510612	141.17	LIPT1	lipoyltransferase 1
55198	4.27e-04	7.14e-05	0.1046	3.971721	0.4155236	1397.59	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
105371894	4.27e-04	7.14e-05	0.3142	-3.971634	-1.2477429	13.82	LOC105371894	uncharacterized LOC105371894
5978	4.29e-04	7.17e-05	0.2055	3.970663	0.8159467	388.29	REST	RE1 silencing transcription factor
51560	4.29e-04	7.17e-05	0.3201	-3.970518	-1.271075	4637.87	RAB6B	RAB6B, member RAS oncogene family
57505	4.29e-04	7.18e-05	0.0774	-3.970322	-0.3071704	553.43	AARS2	alanyl-tRNA synthetase 2, mitochondrial
102724965	4.29e-04	7.19e-05	0.1998	-3.969975	-0.7930631	47.26	LOC102724965	uncharacterized LOC102724965
23630	4.29e-04	7.19e-05	0.4418	3.970014	1.7540481	102.64	KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5
4499	4.30e-04	7.20e-05	0.1615	3.969443	0.6410857	311.34	MT1M	metallothionein 1M
8541	4.30e-04	7.21e-05	0.3158	-3.969324	-1.2533542	1216.27	PPFIA3	PTPRF interacting protein alpha 3
7275	4.31e-04	7.22e-05	0.2138	-3.969072	-0.8485583	1816.36	TUB	TUB bipartite transcription factor
5322	4.32e-04	7.24e-05	0.3349	3.968375	1.3289104	153.9	PLA2G5	phospholipase A2 group V
7166	4.32e-04	7.25e-05	0.2158	3.96808	0.856254	54.89	TPH1	tryptophan hydroxylase 1
25981	4.33e-04	7.25e-05	0.1208	-3.967806	-0.4794003	1120.05	DNAH1	dynein axonemal heavy chain 1
55228	4.33e-04	7.26e-05	0.2842	-3.96757	-1.1275172	3171.57	PNMA8A	PNMA family member 8A
8620	4.33e-04	7.26e-05	0.2196	3.967483	0.871099	59.02	NPFF	neuropeptide FF-amide peptide precursor
5579	4.34e-04	7.29e-05	0.3955	-3.966774	-1.5688425	5491.89	PRKCB	protein kinase C beta
85450	4.35e-04	7.30e-05	0.2079	3.966249	0.8244816	266.05	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein
2	4.35e-04	7.31e-05	0.2336	3.966085	0.9263616	9356.24	A2M	alpha-2-macroglobulin
7414	4.35e-04	7.31e-05	0.1631	3.965991	0.646831	997.13	VCL	vinculin
5596	4.35e-04	7.31e-05	0.1875	3.965847	0.7437429	2146.8	MAPK4	mitogen-activated protein kinase 4
79866	4.35e-04	7.32e-05	0.1508	3.965698	0.5978354	83.23	BORA	BORA aurora kinase A activator
55969	4.36e-04	7.32e-05	0.0974	3.965489	0.3860624	374.38	RAB5IF	RAB5 interacting factor
